TEXT_REMARKS,ACTION_CATEGORY,PREDICTED_DEPARTMENT,CONFIDENCE_SCORE,CONFIDENCE_RANGE,MATCH_STATUS
Meter RTC fail at the time of the testingso meter is defective meter needs to replacepaper seal pasted on meter box,Meter Replacement / Installation Team,Meter Replacement / Installation Team,96.23,100-90% Very High,Correct
meter display figure upsetnot proper so meter defective need replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.0,100-90% Very High,Correct
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
Meter Display Segment not Proper Showing So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.84,100-90% Very High,Correct
Meter RTC found fail Hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,100.0,100-90% Very High,Correct
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Earth LED found ON even on External Load KW hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.65,100-90% Very High,Correct
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
meter display segment is defective at the time of testing so meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.98,100-90% Very High,Correct
Meter CAL Phase REV EL LED found Burnt hence meter is defective and replacement required for the same under defective category,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.36,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Current Parameter of Phase and Neutral is not matching therefore same is defective therefore same needs to be replace Contacted Person Kartik,Meter Replacement / Installation Team,Meter Replacement / Installation Team,97.45,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter calibration pulse is blinking abnormal at the time of testing So Meter is Defective need to be Replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.92,100-90% Very High,Correct
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
Meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
meter display not clear visible and meter pulse blinking without load so meter defective need replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.31,100-90% Very High,Correct
meter RTC fail at the time of testing so meter needs to be replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing Meter Already Tested,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.29,100-90% Very High,Correct
Meter RTC found fail Hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,100.0,100-90% Very High,Correct
Meter EL REV and Phase LED found burnt hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.66,100-90% Very High,Correct
meter calibration pulse abnormal blinking at the time of testing so meter deffective need to be replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.99,100-90% Very High,Correct
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
RTC CORRUPT SO METER REPLACEMENT REQUIRED AT SITE,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.91,100-90% Very High,Correct
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter display sagment defective at the time of testing so meter need replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter display Segment is found defective so Meter is Defective needs to be replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.98,100-90% Very High,Correct
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
