TEXT_REMARKS,ACTION_CATEGORY,PREDICTED_DEPARTMENT,CONFIDENCE_SCORE,CONFIDENCE_RANGE,MATCH_STATUS,IS_MATCH
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
RTC CORRUPT SO METER REPLACEMENT REQUIRED AT SITE,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.44,100-90% Very High,Correct,TRUE
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter display sagment defective at the time of testing so meter need replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.98,100-90% Very High,Correct,TRUE
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter display Segment is found defective so Meter is Defective needs to be replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.94,100-90% Very High,Correct,TRUE
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter Abnormal pulse blinking Abnormalities in Cummulative Energy hence meter is defective and replacement Required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.75,100-90% Very High,Correct,TRUE
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
meter RTC fail at the time of testing so meter needs to be replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
meter display segment defective at the time of testing so meter need replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,100,100-90% Very High,Correct,TRUE
RTC found Fail hence meter is defective also Low Battery found hence replacement required for the same Contacted Person Janak,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.91,100-90% Very High,Correct,TRUE
METER RTC Fail So Meter Is Defective Need Replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.99,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
METER RTC Fail So Meter Is Defective Need Replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.99,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter MDI is not recording as per connection load so it is defective,Meter Replacement / Installation Team,Meter Replacement / Installation Team,96.4,100-90% Very High,Correct,TRUE
meter RTC fail so meter defective need replacement and zone IR found on metet box,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.43,100-90% Very High,Correct,TRUE
Meter RTC found fail Hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.99,100-90% Very High,Correct,TRUE
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of testing so meter needs to be replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
Meter RTC found fail Hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.99,100-90% Very High,Correct,TRUE
meter display showing rtc fail date time so meter defective meter need to replacment,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.91,100-90% Very High,Correct,TRUE
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
RTC found Fail hence meter is defective also Low Battery found hence replacement required for the same Contacted Person Keshav,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.91,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter display sagment defective at the time of testing so meter need replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.98,100-90% Very High,Correct,TRUE
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
